CALENDAR_YEAR,COC_ID,COC_NAME,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2018,CA-509,Mendocino County CoC,Under 18,62
2018,CA-509,Mendocino County CoC,Unknown,25
2018,CA-510,Stanislaus County CoC,18-24,526
2018,CA-510,Stanislaus County CoC,25-34,1054
2018,CA-510,Stanislaus County CoC,35-44,933
2018,CA-510,Stanislaus County CoC,45-54,747
2018,CA-510,Stanislaus County CoC,55-64,582
2018,CA-510,Stanislaus County CoC,65+,158
2018,CA-510,Stanislaus County CoC,Under 18,2132
2018,CA-510,Stanislaus County CoC,Unknown,89
2018,CA-511,San Joaquin County CoC,18-24,884
2018,CA-511,San Joaquin County CoC,25-34,1863
2018,CA-511,San Joaquin County CoC,35-44,1410
2018,CA-511,San Joaquin County CoC,45-54,1137
2018,CA-511,San Joaquin County CoC,55-64,830
2018,CA-511,San Joaquin County CoC,65+,268
2018,CA-511,San Joaquin County CoC,Under 18,4363
2018,CA-511,San Joaquin County CoC,Unknown,207
2018,CA-512,San Mateo County CoC,18-24,287
2018,CA-512,San Mateo County CoC,25-34,681
2018,CA-512,San Mateo County CoC,35-44,645
2018,CA-512,San Mateo County CoC,45-54,697
2018,CA-512,San Mateo County CoC,55-64,660
2018,CA-512,San Mateo County CoC,65+,226
2018,CA-512,San Mateo County CoC,Under 18,1216
2018,CA-512,San Mateo County CoC,Unknown,68
2018,CA-513,"Kings, Tulare Counties CoC",18-24,276
2018,CA-513,"Kings, Tulare Counties CoC",25-34,558
2018,CA-513,"Kings, Tulare Counties CoC",35-44,603
2018,CA-513,"Kings, Tulare Counties CoC",45-54,458
2018,CA-513,"Kings, Tulare Counties CoC",55-64,274
2018,CA-513,"Kings, Tulare Counties CoC",65+,76
2018,CA-513,"Kings, Tulare Counties CoC",Under 18,788
2018,CA-513,"Kings, Tulare Counties CoC",Unknown,42
2018,CA-514,"Fresno, Madera Counties CoC",18-24,278
2018,CA-514,"Fresno, Madera Counties CoC",25-34,297
2018,CA-514,"Fresno, Madera Counties CoC",35-44,303
2018,CA-514,"Fresno, Madera Counties CoC",45-54,369
2018,CA-514,"Fresno, Madera Counties CoC",55-64,351
2018,CA-514,"Fresno, Madera Counties CoC",65+,98
2018,CA-514,"Fresno, Madera Counties CoC",Under 18,581
2018,CA-514,"Fresno, Madera Counties CoC",Unknown,43
2018,CA-515,Placer County CoC,18-24,89
2018,CA-515,Placer County CoC,25-34,249
2018,CA-515,Placer County CoC,35-44,250
2018,CA-515,Placer County CoC,45-54,273
2018,CA-515,Placer County CoC,55-64,220
2018,CA-515,Placer County CoC,65+,72
2018,CA-515,Placer County CoC,Under 18,333
2018,CA-515,Placer County CoC,Unknown,15
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,34
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,110
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,97
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,67
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,86
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,23
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,102
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,101
2018,CA-517,Napa County CoC,18-24,68
2018,CA-517,Napa County CoC,25-34,179
2018,CA-517,Napa County CoC,35-44,174
2018,CA-517,Napa County CoC,45-54,180
2018,CA-517,Napa County CoC,55-64,180
2018,CA-517,Napa County CoC,65+,37
2018,CA-517,Napa County CoC,Under 18,138
2018,CA-517,Napa County CoC,Unknown,*
2018,CA-518,Solano County CoC,18-24,55
2018,CA-518,Solano County CoC,25-34,172
2018,CA-518,Solano County CoC,35-44,146
2018,CA-518,Solano County CoC,45-54,149
2018,CA-518,Solano County CoC,55-64,186
2018,CA-518,Solano County CoC,65+,52
2018,CA-518,Solano County CoC,Under 18,172
2018,CA-518,Solano County CoC,Unknown,*
2018,CA-519,Butte County CoC,18-24,120
2018,CA-519,Butte County CoC,25-34,270
2018,CA-519,Butte County CoC,35-44,243
2018,CA-519,Butte County CoC,45-54,236
2018,CA-519,Butte County CoC,55-64,216
2018,CA-519,Butte County CoC,65+,84
2018,CA-519,Butte County CoC,Under 18,317
2018,CA-519,Butte County CoC,Unknown,28
2018,CA-520,Merced County CoC,18-24,65
2018,CA-520,Merced County CoC,25-34,153
2018,CA-520,Merced County CoC,35-44,185
2018,CA-520,Merced County CoC,45-54,203
2018,CA-520,Merced County CoC,55-64,215
2018,CA-520,Merced County CoC,65+,58
2018,CA-520,Merced County CoC,Under 18,20
2018,CA-520,Merced County CoC,Unknown,*
2018,CA-521,Yolo County CoC,18-24,85
2018,CA-521,Yolo County CoC,25-34,159
2018,CA-521,Yolo County CoC,35-44,158
2018,CA-521,Yolo County CoC,45-54,119
2018,CA-521,Yolo County CoC,55-64,93
2018,CA-521,Yolo County CoC,65+,22
2018,CA-521,Yolo County CoC,Under 18,308
2018,CA-521,Yolo County CoC,Unknown,*
2018,CA-522,Humboldt County CoC,18-24,173
2018,CA-522,Humboldt County CoC,25-34,170
2018,CA-522,Humboldt County CoC,35-44,161
2018,CA-522,Humboldt County CoC,45-54,124
2018,CA-522,Humboldt County CoC,55-64,115
2018,CA-522,Humboldt County CoC,65+,38
2018,CA-522,Humboldt County CoC,Under 18,290
2018,CA-522,Humboldt County CoC,Unknown,21
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,37
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,64
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,32
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,13
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,*
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,189
2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,19
2018,CA-524,"Yuba, Sutter Counties CoC",25-34,*
2018,CA-524,"Yuba, Sutter Counties CoC",45-54,*
2018,CA-524,"Yuba, Sutter Counties CoC",65+,*
2018,CA-524,"Yuba, Sutter Counties CoC",Under 18,*
2018,CA-525,El Dorado County CoC,18-24,*
2018,CA-525,El Dorado County CoC,25-34,*
2018,CA-525,El Dorado County CoC,35-44,*
2018,CA-525,El Dorado County CoC,45-54,*
2018,CA-525,El Dorado County CoC,55-64,*
2018,CA-525,El Dorado County CoC,65+,*
2018,CA-525,El Dorado County CoC,Under 18,231
2018,CA-525,El Dorado County CoC,Unknown,*
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,34
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,74
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,56
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,39
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,38
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,12
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,156
2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2018,CA-527,Tehama County CoC,18-24,37
2018,CA-527,Tehama County CoC,25-34,73
2018,CA-527,Tehama County CoC,35-44,77
2018,CA-527,Tehama County CoC,45-54,64
2018,CA-527,Tehama County CoC,55-64,67
2018,CA-527,Tehama County CoC,65+,17
2018,CA-527,Tehama County CoC,Under 18,73
2018,CA-527,Tehama County CoC,Unknown,*
2018,CA-529,Lake County CoC,18-24,*
2018,CA-529,Lake County CoC,25-34,*
2018,CA-529,Lake County CoC,35-44,*
2018,CA-529,Lake County CoC,45-54,*
2018,CA-529,Lake County CoC,55-64,21
2018,CA-529,Lake County CoC,65+,*
2018,CA-529,Lake County CoC,Under 18,28
2018,CA-529,Lake County CoC,Unknown,*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,20
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,41
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,28
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,33
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,19
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,*
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,65
2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2018,CA-531,Nevada County CoC,18-24,59
2018,CA-531,Nevada County CoC,25-34,83
2018,CA-531,Nevada County CoC,35-44,115
2018,CA-531,Nevada County CoC,45-54,107
2018,CA-531,Nevada County CoC,55-64,102
2018,CA-531,Nevada County CoC,65+,40
2018,CA-531,Nevada County CoC,Under 18,54
2018,CA-531,Nevada County CoC,Unknown,*
2018,CA-600,Los Angeles County CoC,18-24,7676
2018,CA-600,Los Angeles County CoC,25-34,12259
2018,CA-600,Los Angeles County CoC,35-44,10768
2018,CA-600,Los Angeles County CoC,45-54,11572
2018,CA-600,Los Angeles County CoC,55-64,10090
2018,CA-600,Los Angeles County CoC,65+,3172
2018,CA-600,Los Angeles County CoC,Under 18,15551
2018,CA-600,Los Angeles County CoC,Unknown,4949
2018,CA-601,San Diego County CoC,18-24,965
2018,CA-601,San Diego County CoC,25-34,2292
2018,CA-601,San Diego County CoC,35-44,2296
2018,CA-601,San Diego County CoC,45-54,2704
2018,CA-601,San Diego County CoC,55-64,2757
2018,CA-601,San Diego County CoC,65+,811
2018,CA-601,San Diego County CoC,Under 18,3275
2018,CA-601,San Diego County CoC,Unknown,296
2018,CA-602,Orange County CoC,18-24,580
2018,CA-602,Orange County CoC,25-34,1567
2018,CA-602,Orange County CoC,35-44,1468
2018,CA-602,Orange County CoC,45-54,1647
2018,CA-602,Orange County CoC,55-64,1269
2018,CA-602,Orange County CoC,65+,414
2018,CA-602,Orange County CoC,Under 18,2931
2018,CA-602,Orange County CoC,Unknown,2255
2018,CA-603,Santa Barbara County CoC,18-24,173
2018,CA-603,Santa Barbara County CoC,25-34,442
2018,CA-603,Santa Barbara County CoC,35-44,430
2018,CA-603,Santa Barbara County CoC,45-54,448
2018,CA-603,Santa Barbara County CoC,55-64,477
2018,CA-603,Santa Barbara County CoC,65+,180
2018,CA-603,Santa Barbara County CoC,Under 18,521
2018,CA-603,Santa Barbara County CoC,Unknown,43
2018,CA-604,Kern County CoC,18-24,341
2018,CA-604,Kern County CoC,25-34,762
2018,CA-604,Kern County CoC,35-44,577
2018,CA-604,Kern County CoC,45-54,556
2018,CA-604,Kern County CoC,55-64,439
2018,CA-604,Kern County CoC,65+,115
2018,CA-604,Kern County CoC,Under 18,1977
2018,CA-604,Kern County CoC,Unknown,113
2018,CA-606,Long Beach CoC (Los Angeles County),18-24,145
2018,CA-606,Long Beach CoC (Los Angeles County),25-34,376
2018,CA-606,Long Beach CoC (Los Angeles County),35-44,332
2018,CA-606,Long Beach CoC (Los Angeles County),45-54,459
2018,CA-606,Long Beach CoC (Los Angeles County),55-64,522
2018,CA-606,Long Beach CoC (Los Angeles County),65+,181
2018,CA-606,Long Beach CoC (Los Angeles County),Under 18,711
2018,CA-606,Long Beach CoC (Los Angeles County),Unknown,20
2018,CA-607,Pasadena CoC (Los Angeles County),18-24,83
2018,CA-607,Pasadena CoC (Los Angeles County),25-34,205
2018,CA-607,Pasadena CoC (Los Angeles County),35-44,179
2018,CA-607,Pasadena CoC (Los Angeles County),45-54,231
2018,CA-607,Pasadena CoC (Los Angeles County),55-64,164
2018,CA-607,Pasadena CoC (Los Angeles County),65+,71
2018,CA-607,Pasadena CoC (Los Angeles County),Under 18,419
2018,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
2018,CA-608,Riverside County CoC,18-24,668
2018,CA-608,Riverside County CoC,25-34,1251
2018,CA-608,Riverside County CoC,35-44,1104
2018,CA-608,Riverside County CoC,45-54,1167
2018,CA-608,Riverside County CoC,55-64,989
2018,CA-608,Riverside County CoC,65+,292
2018,CA-608,Riverside County CoC,Under 18,1646
2018,CA-608,Riverside County CoC,Unknown,99
2018,CA-609,San Bernardino County CoC,18-24,535
2018,CA-609,San Bernardino County CoC,25-34,1067
2018,CA-609,San Bernardino County CoC,35-44,923
2018,CA-609,San Bernardino County CoC,45-54,685
2018,CA-609,San Bernardino County CoC,55-64,550
2018,CA-609,San Bernardino County CoC,65+,163
2018,CA-609,San Bernardino County CoC,Under 18,3606
2018,CA-609,San Bernardino County CoC,Unknown,137
2018,CA-611,Ventura County CoC,18-24,113
2018,CA-611,Ventura County CoC,25-34,226
2018,CA-611,Ventura County CoC,35-44,277
2018,CA-611,Ventura County CoC,45-54,289
2018,CA-611,Ventura County CoC,55-64,282
2018,CA-611,Ventura County CoC,65+,98
2018,CA-611,Ventura County CoC,Under 18,442
2018,CA-611,Ventura County CoC,Unknown,21
2018,CA-612,Glendale CoC (Los Angeles County),18-24,15
2018,CA-612,Glendale CoC (Los Angeles County),25-34,66
2018,CA-612,Glendale CoC (Los Angeles County),35-44,37
2018,CA-612,Glendale CoC (Los Angeles County),45-54,46
2018,CA-612,Glendale CoC (Los Angeles County),55-64,42
2018,CA-612,Glendale CoC (Los Angeles County),65+,17
2018,CA-612,Glendale CoC (Los Angeles County),Under 18,139
2018,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2018,CA-613,Imperial County CoC,18-24,80
2018,CA-613,Imperial County CoC,25-34,142
2018,CA-613,Imperial County CoC,35-44,111
2018,CA-613,Imperial County CoC,45-54,99
2018,CA-613,Imperial County CoC,55-64,72
2018,CA-613,Imperial County CoC,65+,46
2018,CA-613,Imperial County CoC,Under 18,310
2018,CA-613,Imperial County CoC,Unknown,*
2018,CA-614,San Luis Obispo County CoC,18-24,138
2018,CA-614,San Luis Obispo County CoC,25-34,321
2018,CA-614,San Luis Obispo County CoC,35-44,245
2018,CA-614,San Luis Obispo County CoC,45-54,237
2018,CA-614,San Luis Obispo County CoC,55-64,212
2018,CA-614,San Luis Obispo County CoC,65+,99
2018,CA-614,San Luis Obispo County CoC,Under 18,534
2018,CA-614,San Luis Obispo County CoC,Unknown,24
2019,All,California,18-24,19824
2019,All,California,25-34,38605
2019,All,California,35-44,35847
2019,All,California,45-54,34921
2019,All,California,55-64,32268
2019,All,California,65+,11108
2019,All,California,Under 18,59347
2019,All,California,Unknown,9970
2019,CA-500,Santa Clara County CoC,18-24,887
2019,CA-500,Santa Clara County CoC,25-34,1866
2019,CA-500,Santa Clara County CoC,35-44,1878
2019,CA-500,Santa Clara County CoC,45-54,1920
2019,CA-500,Santa Clara County CoC,55-64,1925
2019,CA-500,Santa Clara County CoC,65+,647
2019,CA-500,Santa Clara County CoC,Under 18,2833
2019,CA-500,Santa Clara County CoC,Unknown,154
2019,CA-501,San Francisco CoC,18-24,888
2019,CA-501,San Francisco CoC,25-34,1214
2019,CA-501,San Francisco CoC,35-44,1132
2019,CA-501,San Francisco CoC,45-54,1001
2019,CA-501,San Francisco CoC,55-64,861
2019,CA-501,San Francisco CoC,65+,324
2019,CA-501,San Francisco CoC,Under 18,2570
2019,CA-501,San Francisco CoC,Unknown,177
2019,CA-502,Alameda County CoC,18-24,770
2019,CA-502,Alameda County CoC,25-34,1153
2019,CA-502,Alameda County CoC,35-44,1100
2019,CA-502,Alameda County CoC,45-54,1153
2019,CA-502,Alameda County CoC,55-64,1230
2019,CA-502,Alameda County CoC,65+,458
2019,CA-502,Alameda County CoC,Under 18,1745
2019,CA-502,Alameda County CoC,Unknown,117
2019,CA-503,Sacramento County CoC,18-24,996
2019,CA-503,Sacramento County CoC,25-34,1476
2019,CA-503,Sacramento County CoC,35-44,1433
2019,CA-503,Sacramento County CoC,45-54,1480
2019,CA-503,Sacramento County CoC,55-64,1256
2019,CA-503,Sacramento County CoC,65+,369
2019,CA-503,Sacramento County CoC,Under 18,3818
2019,CA-503,Sacramento County CoC,Unknown,180
2019,CA-504,Sonoma County CoC,18-24,304
2019,CA-504,Sonoma County CoC,25-34,548
2019,CA-504,Sonoma County CoC,35-44,631
2019,CA-504,Sonoma County CoC,45-54,633
2019,CA-504,Sonoma County CoC,55-64,648
2019,CA-504,Sonoma County CoC,65+,276
2019,CA-504,Sonoma County CoC,Under 18,838
2019,CA-504,Sonoma County CoC,Unknown,48
2019,CA-505,Contra Costa County CoC,18-24,376
2019,CA-505,Contra Costa County CoC,25-34,1062
2019,CA-505,Contra Costa County CoC,35-44,984
2019,CA-505,Contra Costa County CoC,45-54,957
2019,CA-505,Contra Costa County CoC,55-64,937
2019,CA-505,Contra Costa County CoC,65+,364
2019,CA-505,Contra Costa County CoC,Under 18,1155
2019,CA-505,Contra Costa County CoC,Unknown,58
2019,CA-506,"Monterey, San Benito Counties CoC",18-24,59
2019,CA-506,"Monterey, San Benito Counties CoC",25-34,128
2019,CA-506,"Monterey, San Benito Counties CoC",35-44,128
2019,CA-506,"Monterey, San Benito Counties CoC",45-54,180
2019,CA-506,"Monterey, San Benito Counties CoC",55-64,215
2019,CA-506,"Monterey, San Benito Counties CoC",65+,76
2019,CA-506,"Monterey, San Benito Counties CoC",Under 18,192
2019,CA-506,"Monterey, San Benito Counties CoC",Unknown,12
2019,CA-507,Marin County CoC,18-24,71
2019,CA-507,Marin County CoC,25-34,192
2019,CA-507,Marin County CoC,35-44,185
2019,CA-507,Marin County CoC,45-54,181
2019,CA-507,Marin County CoC,55-64,191
2019,CA-507,Marin County CoC,65+,103
2019,CA-507,Marin County CoC,Under 18,296
2019,CA-507,Marin County CoC,Unknown,17
2019,CA-508,Santa Cruz County CoC,18-24,143
2019,CA-508,Santa Cruz County CoC,25-34,385
2019,CA-508,Santa Cruz County CoC,35-44,397
2019,CA-508,Santa Cruz County CoC,45-54,382
2019,CA-508,Santa Cruz County CoC,55-64,343
2019,CA-508,Santa Cruz County CoC,65+,163
2019,CA-508,Santa Cruz County CoC,Under 18,585
2019,CA-508,Santa Cruz County CoC,Unknown,83
2019,CA-509,Mendocino County CoC,18-24,63
2019,CA-509,Mendocino County CoC,25-34,132
2019,CA-509,Mendocino County CoC,35-44,140
2019,CA-509,Mendocino County CoC,45-54,125
2019,CA-509,Mendocino County CoC,55-64,118
2019,CA-509,Mendocino County CoC,65+,36
2019,CA-509,Mendocino County CoC,Under 18,109
2019,CA-509,Mendocino County CoC,Unknown,21
2019,CA-510,Stanislaus County CoC,18-24,551
2019,CA-510,Stanislaus County CoC,25-34,1015
2019,CA-510,Stanislaus County CoC,35-44,1022
2019,CA-510,Stanislaus County CoC,45-54,797
2019,CA-510,Stanislaus County CoC,55-64,663
2019,CA-510,Stanislaus County CoC,65+,200
2019,CA-510,Stanislaus County CoC,Under 18,1991
2019,CA-510,Stanislaus County CoC,Unknown,74
2019,CA-511,San Joaquin County CoC,18-24,878
2019,CA-511,San Joaquin County CoC,25-34,1894
2019,CA-511,San Joaquin County CoC,35-44,1594
2019,CA-511,San Joaquin County CoC,45-54,1232
2019,CA-511,San Joaquin County CoC,55-64,906
2019,CA-511,San Joaquin County CoC,65+,312
2019,CA-511,San Joaquin County CoC,Under 18,4152
2019,CA-511,San Joaquin County CoC,Unknown,186
2019,CA-512,San Mateo County CoC,18-24,284
2019,CA-512,San Mateo County CoC,25-34,725
2019,CA-512,San Mateo County CoC,35-44,663
2019,CA-512,San Mateo County CoC,45-54,726
2019,CA-512,San Mateo County CoC,55-64,718
2019,CA-512,San Mateo County CoC,65+,252
2019,CA-512,San Mateo County CoC,Under 18,1127
2019,CA-512,San Mateo County CoC,Unknown,67
2019,CA-513,"Kings, Tulare Counties CoC",18-24,334
2019,CA-513,"Kings, Tulare Counties CoC",25-34,659
2019,CA-513,"Kings, Tulare Counties CoC",35-44,642
2019,CA-513,"Kings, Tulare Counties CoC",45-54,447
2019,CA-513,"Kings, Tulare Counties CoC",55-64,298
2019,CA-513,"Kings, Tulare Counties CoC",65+,80
2019,CA-513,"Kings, Tulare Counties CoC",Under 18,1037
2019,CA-513,"Kings, Tulare Counties CoC",Unknown,46
2019,CA-514,"Fresno, Madera Counties CoC",18-24,283
2019,CA-514,"Fresno, Madera Counties CoC",25-34,323
2019,CA-514,"Fresno, Madera Counties CoC",35-44,394
2019,CA-514,"Fresno, Madera Counties CoC",45-54,419
2019,CA-514,"Fresno, Madera Counties CoC",55-64,423
2019,CA-514,"Fresno, Madera Counties CoC",65+,116
2019,CA-514,"Fresno, Madera Counties CoC",Under 18,649
2019,CA-514,"Fresno, Madera Counties CoC",Unknown,40
2019,CA-515,Placer County CoC,18-24,98
2019,CA-515,Placer County CoC,25-34,303
2019,CA-515,Placer County CoC,35-44,279
2019,CA-515,Placer County CoC,45-54,296
2019,CA-515,Placer County CoC,55-64,237
2019,CA-515,Placer County CoC,65+,87
2019,CA-515,Placer County CoC,Under 18,395
2019,CA-515,Placer County CoC,Unknown,15
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,47
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,142
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,110
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,94
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,115
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,43
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,128
2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,177
2019,CA-517,Napa County CoC,18-24,62
2019,CA-517,Napa County CoC,25-34,184
2019,CA-517,Napa County CoC,35-44,168
2019,CA-517,Napa County CoC,45-54,182
2019,CA-517,Napa County CoC,55-64,174
2019,CA-517,Napa County CoC,65+,53
2019,CA-517,Napa County CoC,Under 18,133
2019,CA-517,Napa County CoC,Unknown,*
2019,CA-518,Solano County CoC,18-24,65
2019,CA-518,Solano County CoC,25-34,201
